Label,Title,Description
bug,ตรวจสอบการอนุมัติยืมคืนการค้นหาfilterกล่องไม่แสดงข้อมูลเมื่อเลือกfilterอื่นด้วย,รบกวนช่วยดำเนินการตรวจสอบกรณีค้นหาfieldกล่องเมื่อคลิกเข้ามาที่หน้าจอตรวจสอบการอนุมัติยืมคืนครั้งแรกแ
bug,บันทึกการยืมคืนเอกสารต้นฉบับfieldผู้ยืมไม่สามารถค้นหาได้,รบกวนช่วยดำเนินการตรวจสอบกรณีค้นหาจากfieldผู้ยืมไม่สามารถค้นหาได้ค่ะ
bug,รายงานสถิติการเบิกยืมเอกสารห้องเก็บเอกสารเมื่อคลิกค้นหาไม่ต้องแสดงpopup,รบกวนช่วยดำเนินการแก้ไขกรณีค้นหาจากfilterสถิติการยืมเมื่อคลิกค้นหาไม่ต้องแสดงpopupตามภาพด้านล่างค่ะ
bug,รายงานพื้นที่ที่ถูกใช้เก็บเอกสารและพื้นที่ว่างไม่สามารถค้นหาได้,รบกวนช่วยตรวจสอบกรณีไม่สามารถค้นหาข้อมูลจากfilterที่เลือกไว้ได้ค่ะ
bug,เพิ่มกล่องเข้าชั้นไม่สามารถเพิ่มกล่องเข้าชั้นได้,รบกวนช่วยดำเนินการแก้ไขกรณีไม่สามารถเพิ่มกล่องเข้าชั้นได้ค่ะ
bug,เพิ่มเงื่อนไขให้ไม่สามารถลบห้องเก็บเอกสารได้กรณีที่มีการสร้างข้อมูลต่างๆในห้องนั้นแล้ว,รบกวนช่วยดำเนินการเพิ่มเงื่อนไขให้ไม่สามารถลบห้องเก็บเอกสารได้กรณีที่มีการสร้างข้อมูลต่างๆเช่นจัดการ
enhancement,ตรวจสอบการอนุมัติยืมคืนเพิ่มสถานะไม่อนุมัติการยืมที่filtersearch,รบกวนช่วยดำเนินการเพิ่มสถานะไม่อนุมัติการยืมที่filtersearchให้ด้วยค่ะเนื่องจากกรณีผู้อนุมัติไม่อนุมั
bug,ตรวจสอบการอนุมัติยืมคืนกรณีrejectให้รายการหายไปจากตารางแสดงข้อมูล,รบกวนช่วยดำเนินการแก้ไขกรณีผู้อนุมัติทำการrejectรายการให้รายการหายไปจากตารางแสดงข้อมูลด้วยค่ะแต่สามา
enhancement,ตรวจสอบการอนุมัติยืมคืนแก้ไขการแสดงข้อมูลที่ตารางแสดงข้อมูล,รบกวนช่วยดำเนินการแก้ไขที่ตารางแสดงข้อมูลดังนี้1นำfieldโดยออก2เพิ่มหัวตารางผู้ยืมโดยแสดงชื่อผู้ยืมหร
bug,บันทึกยืมคืนเอกสารต้นฉบับfieldผู้ยืมไม่แสดงรายละเอียดชื่อผู้ยืม,รบกวนช่วยตรวจสอบที่ตารางแสดงข้อมูลfieldผู้ยืมไม่แสดงรายละเอียดชื่อผู้ยืมค่ะ
enhancement,บันทึกยืมคืนเอกสารต้นฉบับfieldจำนวนวันที่สามารถยืมได้0ให้เปลี่ยนเป็นคำว่าไม่กำหนด,รบกวนช่วยแก้ไขที่ตารางแสดงข้อมูลกรณีfieldจำนวนวันที่สามารถยืมได้0ให้เปลี่ยนเป็นคำว่าไม่กำหนดแทนค่ะ
bug,จัดเก็บเอกสารกรณีแก้ไขข้อมูลfieldผู้บันทึกแสดงชื่อuserไม่ถูกต้อง,รบกวนช่วยตรวจสอบกรณีเพิ่มข้อมูลจัดเก็บเอกสารลงกล่องและทำการแก้ไขข้อมูลพบว่าfieldผู้บันทึกแสดงชื่อuse
bug,รายงานเอกสารที่ถูกยืมไม่สามารถค้นหาได้,รบกวนช่วยตรวจสอบกรณีไม่สามารถค้นหารายงานเอกสารที่ถูกยืมตามfilterที่เลือกได้ค่ะ
bug,ย้ายเอกสารภายในไม่สามารถค้นหาเอกสารที่ย้ายได้,รบกวนช่วยตรวจสอบการแสดงรายการตอนค้นหาเอกสารที่ได้ทำการย้ายไปซึ่งจากการตรวจสอบพบว่าไม่สามารถค้นหาเอกส
bug,รายงานเอกสารที่ถูกยืมfiltersearchfieldตู้ไม่มีข้อมูลdropdownแสดง,รบกวนช่วยตรวจสอบfiltersearchfieldตู้ไม่มีข้อมูลdropdownแสดงค่ะ
enhancement,ตรวจสอบการอนุมัติแก้ไขpopupตอนapproverejectให้แสดงเป็นภาษาไทย,รบกวนช่วยดำเนินการแก้ไขการแสดงpopupตอนอนุมัติหรือไม่อนุมัติรายการให้แสดงเป็นภาษาไทยด้วยค่ะ
bug,ทำลายเอกสารไม่สามารถทำลายเอกสารได้,รบกวนช่วยตรวจสอบกรณีไม่สามารถทำลายเอกสารได้ค่ะรายละเอียดตามภาพด้านล่างหลังจากทำลายเรียบร้อยไปค้นหาจา
bug,ทำลายเอกสารsearchแล้วไม่พบเอกสารที่ทำลายแล้ว,รบกวนช่วยดำเนินการตรวจสอบกรณทำลายเอกสารเรียบร้อยแล้วแต่เมื่อsearchกลับไม่พบข้อมูลค่ะ
bug,ทำลายเอกสารแก้ไขการแสดงpopupกรณีบันทึกการทำลายเอกสาร,รบกวนช่วยดำเนินการแก้ไขการแสดงpopupกรณีบันทึกการทำลายเอกสารไม่ต้องแสดงpopupตามภาพด้านล่างค่ะ
bug,ทำลายเอกสารแก้ไขการแสดงformatวันที่ทำลายและแก้ไขชื่อหัวตารางที่ไม่ถูกต้อง,รบกวนช่วยดำเนินการแก้ไขการแสดงformatวันที่ทำลายและแก้ไขชื่อหัวตารางตามภาพด้านล่างค่ะ
bug,ยกเลิกกล่องเอกสารไม่แสดงชื่อผู้ยกเลิกและแสดงข้อมูลวันที่ยกเลิกไม่ถูกต้อง,รบกวนช่วยตรวจสอบกรณียกเลิกกล่องเอกสารแล้วไม่แสดงชื่อผู้ยกเลิกและแสดงข้อมูลวันที่ยกเลิกไม่ถูกต้องค่ะ
bug,รายงานสถิติการเบิกยืมเอกสารห้องเก็บเอกสารfiltersearchแสดงปีเป็นคศและfieldtypedropdowndefaultเลือกค่าแรกให้,รบกวนช่วยดำเนินการแก้ไขกรณีfiltersearchที่มีfieldtypedropdowndefaultเลือกค่าแรกให้และfieldช่วงวันปีย
bug,รายงานเอกสารที่ถูกยืมfiltersearchที่มีfieldtypedropdowndefaultเลือกค่าแรกให้,รบกวนช่วยดำเนินการแก้ไขกรณีfiltersearchที่มีfieldtypedropdowndefaultเลือกค่าแรกให้และfieldวันที่ยืมแ
bug,รายงานพื้นที่ที่ถูกใช้เก็บเอกสารและพื้นที่ว่างแก้ไขfiltersearchที่มีfieldtypedropdowndefaultเลือกค่าแรกให้,แก้ไขfiltersearchที่มีfieldtypedropdowndefaultเลือกค่าแรกให้ค่ะ
enhancement,รายงานย้ายเอกสารไปคลังภายนอกแก้ไขfiltersearchวันที่ทำลายเอกสารให้แสดงเป็นปีพศ,แก้ไขfiltersearchวันที่ทำลายเอกสารให้แสดงเป็นปีพศด้วย
bug,รายงานเอกสารที่ถูกทำลายfiltersearchห้องเก็บเอกสารdefaultเลือกค่าแรกให้,รบกวนช่วยดำเนินการแก้ไขกรณีfiltersearchห้องเก็บเอกสารdefaultเลือกค่าแรกให้และfieldวันที่ทำลายปียังคง
bug,บันทึกการยืมคืนเอกสารต้นฉบับfilterการsearchfieldกล่องระบบไม่แสดงข้อมูลกล่องที่มีในห้อง,รบกวนช่วยตรวจสอบกรณีfilterการsearchfieldกล่องระบบไม่แสดงข้อมูลกล่องที่มีในห้องค่ะรายละเอียดตามภาพด้า
enhancement,ย้ายเอกสารภายนอกเพิ่มRequirefield,รบกวนช่วยดำเนินการเพิ่มRequirefieldคลังเอกสารที่ย้ายไปและลงกล่องเอกสารเลขที่ให้ด้วยค่ะและย้าย2fields
bug,ย้ายเอกสารภายนอกแก้ไขplaceholder,รบกวนช่วยดำเนินการแก้ไขplaceholderให้ถูกต้องด้วยค่ะ
bug,คืนเอกสารคืนเอกสารแล้วสถานะไม่แสดงให้อัตโนมัติจะต้องrefreshระบบ1ครั้ง,รบกวนช่วยตรวจสอบกรณีคืนเอกสารแล้วสถานะไม่แสดงให้อัตโนมัติจะต้องrefreshระบบ1ครั้งสถานะถึงจะแสดงค่ะหลั
bug,จัดการชั้นช่องfieldจำนวนกล่องที่สามารถใส่ได้จะต้องไม่สามารถกรอกตัวเลขที่เป็นค่าติดลบได้,รบกวนช่วยดำเนินการแก้ไขกรณีระบุข้อมูลที่fieldจำนวนกล่องที่สามารถใส่ได้จะต้องไม่สามารถกรอกตัวเลขที่เป
bug,checkduplicateกรณีเพิ่มข้อมูล,รบกวนช่วยดำเนินการcheckduplicateกรณีเพิ่มข้อมูลรายละเอียดเพิ่มเติมตามภาพด้านล่าง
bug,เพิ่มกล่องเข้าชั้นสามารถนำกล่องเอกสารเข้าชั้นเกินที่กำหนดไว้ได้,รบกวนช่วยดำเนินการแก้ไขกรณีระบุจำนวนกล่องที่สามารถใส่ได้ในช่องและนำกล่องเอกสารเข้าชั้นเกินกำหนดพบว่า
bug,บันทึกการยืมคืนเอกสารแก้ไขการแสดงปุ่มค้นหา,รบกวนช่วยแก้ไขให้ปุ่มค้นหามีแค่ด้านล่างที่เดียวค่ะ
bug,ยืมเอกสารยืมเอกสารด้วยrolemanagerระบบจะต้องอนุมัติให้เลย,รบกวนช่วยดำเนินการแก้ไขสิทธิ์การใช้งานกรณียืมเอกสารโดยใช้userrolemanagerระบบจะต้องอนุมัติให้เลยค่ะ
enhancement,สิทธิ์การใช้งานrolestaffจะต้องไม่เห็นเมนูรายงาน,รบกวนช่วยแก้ไขสิทธิ์การใช้งานให้rolestaffจะต้องไม่เห็นเมนูรายงานค่ะ
enhancement,ตรวจสอบการอนุมัติรายการรออนุมัติให้แสดงเฉพาะสถานะอยู่ระหว่างพิจารณาการยืมและอยู่ระหว่างพิจารณาการคืน,รบกวนแก้ไขการแสดงรายการที่รอการอนุมัติให้แสดงเฉพาะสถานะอยู่ระหว่างพิจารณาการยืมและอยู่ระหว่างพิจารณา
enhancement,ตรวจสอบการอนุมัติเพิ่มfiltersearchfieldและแก้ไขชื่อfield,รบกวนช่วยดำเนินการแก้ไขดังนี้1Searchเพิ่มfilterสถานะ2ตารางแสดงข้อมูลเพิ่มfieldผู้ร้องขอแสดงuserที่ยื
enhancement,ตรวจสอบการอนุมัติเคลียค่าcheckboxหลังจากapproveแล้ว,รบกวนช่วยดำเนินการแก้ไขกรณีapproveเรียบร้อยแล้วเคลียค่าcheckboxด้านหน้าออกให้ด้วยค่ะ
bug,ตรวจสอบการอนุมัติแก้ไขสิทธิ์การใช้งานให้เห็นเฉพาะห้องที่มีสิทธิ์เท่านั้น,รบกวนช่วยแก้ไขสิทธิ์การเข้าถึงให้rolemanagerเห็นข้อมูลเฉพาะห้องที่มีสิทธิ์การเข้าถึงเท่านั้นตามตัวอย
bug,เพิ่มกล่องเข้าชั้นเพิ่มสิทธิ์การใช้งานให้กับrolestaff,รบกวนช่วยดำเนินการเพิ่มสิทธิ์การใช้งานของrolestaffให้สามารถใช้งานเมนูเพิ่มกล่องเข้าชั้นได้ด้วยค่ะ
bug,บันทึกการยืมคืนเอกสารต้นฉบับแก้ไขสิทธิ์การใช้งานและการแสดงข้อมูล,รบกวนช่วยแก้ไขเรื่องสิทธิ์การใช้งานหน้าจอบันทึกการยืมคืนเอกสารต้นฉบับโดยให้roleadminสามารถเห็นข้อมูล
bug,จัดเก็บเอกสารเพิ่มrequirefield,รบกวนช่วยดำเนินการเพิ่มrequirefieldรหัสแฟ้มชื่อแฟ้มให้ด้วยค่ะ
bug,เพิ่มกล่องเข้าชั้นเพิ่มข้อมูลระบบแสดงnotfounddata,รบกวนช่วยตรวจสอบกรณีเพิ่มข้อมูลกล่องเข้าชั้นระบบแสดงnotfounddataแต่เพิ่มข้อมูลได้ค่ะตามภาพด้านล่าง
enhancement,หน้าจัดเก็บเอกสารเพิ่มชื่อuserที่บันทึกแฟ้มเอกสารเข้าระบบ,การแสดงรายละเอียดหน้าจัดเก็บเอกสารเพิ่มชื่อuserที่บันทึกแฟ้มเอกสารเข้าระบบ
enhancement,หน้าจัดเก็บเอกสารเพิ่มข้อมูลชั้นช่องของกล่อง,หน้าจัดเก็บเอกสารเพิ่มข้อมูลชั้นช่องของกล่อง
bug,บันทึกการยืมคืนเอกสารต้นฉบับไม่สามารถค้นหาข้อมูลได้,รบกวนช่วยดำเนินการแก้ไขกรณีไม่สามารถค้นหาข้อมูลได้ค่ะตัวอย่างตามภาพด้านล่าง
enhancement,จัดเก็บเอกสารfieldจำนวนวันที่สามารถยืมได้0ที่ตารางให้แสดงคำว่าไม่กำหนด,รบกวนช่วยแก้ไขกรณีระบุข้อมูลที่fieldจำนวนวันที่สามารถยืมได้0ที่ตารางแสดงข้อมูลด้านล่างให้แสดงคำว่าไม
bug,สิทธิ์การใช้งานuserจะต้องไม่เห็นห้องเอกสารที่ไม่มีสิทธิ์เข้าถึง,รบกวนช่วยดำเนินการแก้ไขกรณีuserที่ไม่มีสิทธิืในห้องเอกสารจะต้องไม่เห็นห้องเอกสารที่ไม่มีสิทธิ์เข้าถึ
bug,ยืมเอกสารfilterการค้นหาfieldtypedropdownlistระบบdefaultข้อมูลลำดับแรกให้กรณีที่ไม่ได้เลือกข้อมูล,รบกวนช่วยดำเนินการแก้ไขกรณีfilterการค้นหาที่มีfieldtypedropdownlistกรณีที่คลิกดูข้อมูลแต่ยังไม่ได้ทำ
enhancement,เพิ่มกล่องเข้าชั้นแก้ไขpopupการลบข้อมูลให้เป็นภาษาไทย,รบกวนช่วยดำเนินการแก้ไขpopupการลบข้อมูลให้เป็นภาษาไทยค่ะ
bug,เพิ่มกล่องเข้าชั้นไม่สามารถแก้ไขข้อมูลได้กรณีfieldtypeนั้นเป็นdropdownlist,รบกวนช่วยตรวจสอบกรณีไม่สามารถแก้ไขข้อมูลได้กรณีfieldtypeนั้นเป็นdropdownlistค่ะ
enhancement,เพิ่มกล่องเข้าชั้นแก้ไขfieldtypeของfieldช่อง,รบกวนช่วยดำเนินการแก้ไขfieldช่องให้fieldtypesearchdropdownlistค่ะ
enhancement,เพิ่มกล่องเข้าชั้นแก้ไขการแสดงข้อมูล,รบกวนช่วยดำเนินการแก้ไขการแสดงข้อมูลของหน้าเพิ่มกล่องเข้าชั้นให้แสดงตามภาพด้านล่างค่ะ
enhancement,เพิ่มกล่องเข้าชั้นเพิ่มการแสดงชั้นช่องที่dropdownlistของช่อง,รบกวนช่วยดำเนินการเพิ่มการแสดงข้อมูลชั้นช่องที่dropdownlistของช่องตามภาพด้านล่างค่ะ
enhancement,Loginแสดงชื่อuserที่login,รบกวนช่วยดำเนินการแสดงชื่อuserที่loginอยู่ด้วยค่ะ
enhancement,ทุกหน้าจอเพิ่มเงื่อนไขสำหรับfieldที่ไม่สามารถแก้ไขข้อมูลได้ให้เป็นdisablefield,รบกวนช่วยดำเนินการเพิ่มเงื่อนไขสำหรับfieldที่ไม่สามารถแก้ไขข้อมูลได้ให้เป็นdisablefieldให้ด้วยค่ะสำห
bug,ย้ายเอกสารภายในระบบไม่แสดงกล่องเอกสารที่จะย้ายไป,รบกวนช่วยดำเนินการแก้ไขกรณีเลือกกล่องเอกสารที่ต้องการย้ายไปแต่ไม่มีการแสดงชื่อกล่องเอกสารมีเฉพาะรายล
bug,ย้ายเอกสารภายนอกเพิ่มfieldสำหรับกรอกข้อมูลย้ายเอกสารไปคลังภายนอก,รบกวนช่วยดำเนินการเพิ่มการกรอกข้อมูลของการย้ายเอกสารไปคลังภายนอกตามตัวอย่างภาพด้านล่างด้วยค่ะ
bug,ตรวจสอบอนุมัติแก้ไขfieldtype,รบกวนช่วยดำเนินการแก้ไขfieldtypeของวันที่ให้เป็นtypedateด้วยค่ะ
bug,แก้ไขคำผิด,รบกวนช่วยดำเนินการแก้ไขคำผิดตามภาพด้านล่างค่ะ
enhancement,ห้องเอกสารแก้ไขฟ้อนต์ชื่ออาคาร,รบกวนช่วยดำเนินการลบขนาดของฟ้อนต์ให้เล็กลงตรงชื่ออาคารค่ะเนื่องจากไม่สมดุลกับการแสดงค่ะ
enhancement,การค้นหาแก้ไขการแสดงfilterสำหรับค้นหา,รบกวนช่วยแก้ไขการแสดงfilterสำหร้บค้นหาโดยคีย์หลักให้เลือกจากห้องfieldอื่นๆให้เป็นadvancesearchแทนค่ะ
bug,ย้ายเอกสารภายนอกไม่สามารถย้ายเอกสารไปคลังภายนอกได้,รบกวนช่วยตรวจสอบและแก้ไขกรณีไม่สามารถย้ายเอกสารไปคลังภายนอกได้ค่ะไม่สามารถคลิกปุ่มOkได้ค่ะ
bug,ย้ายเอกสารภายในไม่สามารถย้ายเอกสารภายในได้,รบกวนช่วยดำเนินการแก้ไขกรณีไม่สามารถย้ายเอกสารภายในได้ค่ะรายละเอียดเพิ่มเติมตามภาพด้านล่าง
bug,Roommenuแก้ไขการแสดงชื่อเมนูของuserroleเจ้าหน้าที่,รบกวนช่วยดำเนินการแก้ไขการแสดงRoommenuของuserที่มีroleเป็นเจ้าหน้าที่ให้ด้วยค่ะโดยให้ชื่อเป็นภาษาไทย
enhancement,หน้าLoginแก้ไขการแสดงชื่อระบบ,รบกวนช่วยดำเนินการแก้ไขการแสดงชื่อระบบให้เป็นระบบจัดเก็บยืมคืนเอกสารต้นฉบับค่ะ
enhancement,ทุกหน้าจอแสดงปีเป็นพศ,รบกวนช่วยดำเนินการแสดงปีเป็นปีพศให้ด้วยค่ะตัวอย่างตามภาพด้านล่าง
enhancement,ยืมเอกสารเพิ่มการแสดงfieldรหัสกล่องแฟ้ม,รบกวนช่วยดำเนินการเพิ่มการแสดงfieldรหัสกล่องแฟ้มที่หน้าจอการค้นหาเอกสารที่ต้องการยืมให้ด้วยค่ะ
bug,ยืมเอกสารระบบไม่แสดงสถานะของเอกสารตอนจะยืมเอกสาร,รบกวนช่วยตรวจสอบการไม่แสดงสถานะของเอกสารที่หน้าจอการค้นหาตอนจะยืมเอกสารค่ะ
bug,ยืมเอกสารการยืมเอกสารจะต้องไม่สามารถยืมเอกสารที่มีผู้อื่นยืมอยู่ได้,รบกวนช่วยดำเนินการแก้ไขให้ไม่สามารถยืมเอกสารที่มีผู้อื่นยืมอยู่ได้ค่ะ
enhancement,คืนเอกสารแสดงรายละเอียดการคืนเอกสาร,รบกวนช่วยดำเนินการเพิ่มการแสดงรายละเอียดข้อมูลตอนคืนเอกสารให้มีรายละเอียดเหมือนตอนยืมเช่นชื่อผู้ยืมว
bug,ยืมเอกสารระบบไม่แสดงเอกสารที่ยืมทันทีต้องrefresh1ครั้งถึงจะแสดง,รบกวนช่วยดำเนินการแก้ไขกรณียืมเอกสารเรียบร้อยแล้วกลับมาดูที่หน้าจอแสดงข้อมูลการยืมพบว่าไม่มีรายการเอ
enhancement,ยืมเอกสารการแสดงpopupให้บันทึกการยืมเอกสารแสดงpopupเดียวเท่านั้น,รบกวนช่วยแก้ไขกรณีการแสดงpopupให้บันทึกการยืมเอกสารโดยให้แสดงเฉพาะpopupที่1เท่านั้นpopupที่2ไม่ต้องแ
enhancement,ยืมเอกสารแก้ไขกรณีแสดงpopupให้บันทึกการยืมเอกสารให้เป็นภาษาไทย,รบกวนช่วยดำเนินการแก้ไขกรณีแสดงpopupให้บันทึกการยืมเอกสารโดยให้แสดงเป็นภาษาไทยค่ะ
bug,ยืมเอกสารหากไม่มีนามสกุลจะต้องไม่แสดงค่าNaN,รบกวนช่วยแก้ไขกรณีการแสดงชื่อและนามสกุลที่fieldชื่อผู้ยืมหากผู้ยืมไม่มีนามสกุลจะต้องไม่แสดงค่าNaNค่ะ
bug,ยืมเอกสารยืมเอกสารจะต้องไม่สามารถกรอกข้อมูลที่fieldวันที่คืน,รบกวนช่วยแก้ไขกรณียืมเอกสารจะต้องไม่สามารถกรอกข้อมูลที่fieldวันที่คืนได้ค่ะ
bug,ยืมเอกสารdefaultวันที่ปัจจุบันไว้ที่fieldวันที่ยืม,รบกวนช่วยแก้ไขกรณียืมเอกสารจะต้องdefaultวันที่ปัจจุบันไว้ที่fieldวันที่ยืมค่ะ
bug,ยืมเอกสารไม่สามารถคลิกเพื่อตรวจสอบรายละเอียดของแฟ้มกล่องที่ยืมได้,รบกวนช่วยตรวจสอบกรณีไม่สามารถคลิกเพื่อตรวจสอบรายละเอียดของแฟ้มกล่องที่ยืมได้ค่ะ
bug,ยืมเอกสารไม่สามารถกรอกข้อมูลสำหรับค้นหาข้อมูลได้,รบกวนช่วยตรวจสอบกรณีไม่สามารถกรอกข้อมูลสำหรับค้นหาข้อมูลได้ค่ะ
bug,จัดการกล่องเอกสารไม่สามารถเพิ่มข้อมูลได้,รบกวนช่วยตรวจสอบกรณีไม่สามารถเพิ่มกล่องเอกสารได้ค่ะ
bug,จัดการชั้นช่องไม่สามารถระบุข้อมูลที่fieldจำนวนกล่องที่สามารถใส่ได้,รบกวนช่วยตรวจสอบกรณีไม่สามารถระบุข้อมูลที่fieldจำนวนกล่องที่สามารถใส่ได้ค่ะ
enhancement,อาคารแก้ไขการแสดงสีตัวอักษรหลังจากบันทึกข้อมูลเรียบร้อยแล้ว,รบกวนช่วยดำเนินแก้ไขกรณีบันทึกข้อมูลแล้วfieldสถานที่ตั้งแสดงตัวเข้มให้เปลี่ยนเป็นการแสดงสีอ่อนตามภาพ
enhancement,อาคารแก้ไขการแสดงerrorกรณีไม่กรอกสถานที่ตั้ง,รบกวนช่วยดำเนินการแก้ไขการแสดงerrorกรณีไม่กรอกสถานที่ตั้งที่หน้าจอจัดการอาคาร
bug,จัดการชั้นช่องไม่สามารถคลิกปุ่มบันทึกได้กรณีไม่ระบุข้อมูลที่fieldจำนวนกล่องที่สามารถใส่ได้,รบกวนช่วยดำเนินการแก้ไขกรณีเพิ่มข้อมูลชั้นช่องโดยที่ไม่ระบุจำนวนกล่องที่สามารถใส่ได้พบว่าปุ่มบันทึกไ
bug,จัดการชั้นช่องเพิ่มrequirefield,รบกวนช่วยดำเนินการเพิ่มrequirefieldดังนี้1รหัสพื้นที่ย่อย2รหัสตู้เนื่องจากต้องนำรหัสทั้ง2รหัสดังกล่า
enhancement,จัดการชั้นช่องแก้ไขการแสดงเมนูให้อยู่ในรูปแบบbreadcrumbหรือtab,รบกวนช่วยดำเนินการแก้ไขการแสดงเมนูการสร้างพื้นที่ย่อยตู้และชั้นช่องให้อยู่ในรูปแบบbreadcrumbหรือtabท
bug,จัดการชั้นช่องระบบไม่เคลียค่าที่filter,รบกวนช่วยแก้ไขกรณีเพิ่มข้อมูลเรียบร้อยแล้วแล้วทำการลบข้่อมูลจากนั้นออกจากหน้าจอการใช้งานแล้วคลิกกลับ
bug,จัดการชั้นช่องลบข้อมูล1recordแต่ข้อมูลถูกลบทุกrecords,รบกวนช่วยดำเนินการแก้ไขกรณีสร้างชั้นช่องแล้วทำการลบข้อมูล1recordพบว่าเมื่อคลิกปุ่มลบเรียบร้อยข้อมูลท
bug,จัดการสิทธิ์เข้าใช้งานห้องเอกสารลบสิทธิ์การใช้งานของuserแล้วจะเพิ่มสิทธิ์ใหม่พบว่าuserหายไป,รบกวนช่วยดำเนินการแก้ไขกรณีเพิ่มสิทธิ์การใช้งานห้องและลบข้อมูลนั้นออกแล้วต้องการเพิ่มสิทธิ์การใช้งาน
bug,ห้องเอกสารไม่มีแฟ้มเอกสารระบบไม่ต้องแสดงหัวตารางว่างๆ,รบกวนช่วยดำเนินการแก้ไขกรณีห้องเอกสารไม่มีแฟ้มเอกสารระบบไม่ต้องแสดงหัวตารางตามภาพด้านล่างค่ะ
bug,เพิ่มเงื่อนไขให้ไม่สามารถลบอาคารได้กรณีที่มีการสร้างห้องเอกสารกับอาคารนั้นแล้ว,รบกวนช่วยตรวจสอบและแก้ไขกรณีลบข้อมูลอาคารให้ระบบทำการcheckข้อมูลว่าอาคารนั้นมีการสร้างห้องเอกสารไว้ห
bug,ห้องเอกสารระบบแสดงข้อมูลสถานที่ตั้งทั้งๆที่ลบข้อมูลไปแล้ว,รบกวนช่วยตรวจสอบและแก้ไขกรณีลบสถานที่ตั้งไปเรียบร้อยแล้วแต่ยังคงมีข้อมูลแสดงที่หน้าจอห้องเอกสารค่ะรา
bug,เพิ่มเงื่อนไขให้ไม่สามารถลบสถานที่ตั้งได้กรณีที่มีการสร้างอาคารกับสถานที่ตั้งนั้นแล้ว,รบกวนช่วยตรวจสอบและแก้ไขกรณีลบข้อมูลสถานที่ตั้งให้ระบบทำการcheckข้อมูลว่าสถานที่ตั้งนั้นมีการสร้างอา
enhancement,เพิ่มปุ่มยกเลิกแก้ไขกรณีคลิกปุ่มแก้ไขข้อมูล,รบกวนช่วยดำเนินการเพิ่มปุ่มยกเลิกแก้ไขกรณีคลิกปุ่มแก้ไขข้อมูลแต่ไม่ต้องแก้ไขแล้วแต่ต้องการเพิ่มข้อมู
enhancement,เพิ่มเงื่อนไขให้ไม่สามารถaddข้อมูลเป็นค่าว่าง,รบกวนช่วยดำเนินการเพิ่มเงื่อนไขให้ไม่สามารถaddข้อมูลเป็นค่าว่างได้ค่ะตัวอย่างเช่นหน้าจอสถานที่ตั้งเป
enhancement,การจองเลขแก้ไขสิทธิ์การจองเลข,รบกวนช่วยดำเนินการแก้ไขสิทธิ์การจองเลขดังนี้เจ้าหน้าที่สารบรรณสามารถจองเลขได้ทั้งหน่วยงานตนเองและกอง
bug,รายการจองเลขไม่สามารถค้นหาข้อมูลได้,รบกวนช่วยดำเนินการแก้ไขกรณีไม่สามารถค้นหาข้อมูลได้ค่ะโดยให้สามารถค้นหาได้จากเลขที่ชื่อผู้จองและวันที
bug,สร้างหนังสือeTemplateระบบไม่เคลียร์ไฟล์ที่แนบ,รบกวนช่วยดำเนินการแก้ไขกรณีสร้างแบบฟอร์มแรกเรียบร้อยแล้วจะสร้างแบบฟอร์มที่2พบว่าระบบไม่เคลียร์ไฟล์แน
enhancement,หนังสือถึงฉันfilterวันที่ให้ดึงจากfieldลงวันที่,รบกวนช่วยดำเนินการแก้ไขที่filterวันที่ให้ดึงจากfieldลงวันที่imagejavaระบบเอกสารอิเล็กทรอนิกส์มหาวิทย
bug,หนังสือถึงฉันเลือกดำเนินการแล้วขึ้นรายการหนังสือซ้ำ,เลือกดำเนินการแล้วขึ้นรายการหนังสือซ้ำUserb5210412347r8enMmusเจ้าหน้าที่ทวินันท์มนัสกิจรุ่งเรืองimag
enhancement,ลงทะเบียนรับหากเลือกชั้นความลับเป็นลับลับมากลับที่สุดให้แสดงฟิลด์แสกนกรอกเลขBarcode,หากเลือกชั้นความลับเป็นลับลับมากลับที่สุดให้แสดงฟิลด์แสกนกรอกรหัสBarcodeต่อจากฟิลด์ชั้นความลับimagej
bug,จัดเก็บConfigกดเพิ่มข้อมูลเมื่อกดออกแล้วข้อมูลหาย,หน้าจัดเก็บConfigแฟ้มย่อยกดเพิ่มข้อมูลเมื่อกดออกแล้วข้อมูลตารางหายimagejavaรรายการจัดเก็บหนังสือConf
enhancement,พิมพ์เอกสารฟอร์มประทับตราแก้ไขการแสดงฟอร์มประทับตราตอบพิมพ์เอกสาร,รบกวนช่วยดำเนินการแก้ไขการแสดงฟอร์มประทับตราตอบพิมพ์เอกสารดังนี้1เว้นระยะห่างระหว่างถึงและภาคเหตูตาม
bug,รายการสร้างหนังสือเมื่อคลิกปุ่มล้างค่าระบบไม่เคลียร์ข้อมูลให้,รบกวนช่วยดำเนินการแก้ไขเมื่อคลิกปุ่มล้างค่าระบบไม่เคลียร์ข้อมูลที่กรอกสำหรับค้นหาให้imagejavaaFRADsh
bug,ส่งภายในหน่วยงานส่งภายในมหาลัยกรณีหนังสือเวียนที่fieldเลขที่หนังสือยังไม่มีว,รบกวนช่วยดำเนินการแก้ไขกรณีหนังสือเวียนที่fieldเลขที่หนังสือยังไม่มีวอยู่ด้านหลังค่ะimagejavaระบบเอก
